X_Coord,Y_Coord,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
36.87229997,-1.310630045,8894604389,node,12.5,pharmacy,pharmacy,Lunga Lunga Medical Center,,,,,,,,,,,,,,,,,,,,,,,,107429931,1,2021/07/05 09:39:09+00,37826469a7d3465aa4b5d507ac532211
36.79309618,-1.315433211,5295711139,node,21.875,pharmacy,,community chemist,,,,private,operational,07:30-20:00,,,,,yes,,,,,,,,,,,,,135840728,2,2023/05/08 08:11:34+00,71c93b14f73a4173bcb5caba41c4f860
36.87419998,-1.310370038,8894604393,node,12.5,pharmacy,pharmacy,Shakina Chemist,,,,,,,,,,,,,,,,,,,,,,,,107429931,1,2021/07/05 09:39:09+00,a6597d9e93024e6cb4b8bd9e36019e8d
40.05690308,1.75061978,10008142317,node,9.375,hospital,,Wajir central medical clinic,,,,,,,,,,,,,,,,,,,,,,,,132795490,2,2023/02/20 15:07:32+00,a6c3856a1c1140e999165c5f39f4ac8f
36.70839923,-1.322579537,5360778411,node,15.625,pharmacy,pharmacy,Goodlife Shell Karen,Goodlife,,,,,,,,,,,,,,,,,,,,,,,55737189,1,2018/01/25 11:23:23+00,bfb6c140a4664602926ab6a88a6ba2ff
36.88333399,-1.246871757,2405885991,node,9.375,clinic,,Keza Health Care Services,,,,,,,,,,,,,,,,,,,,,,,,17202513,1,2013/08/03 10:56:30+00,60a0f5f716d34eb4ac561fe1989a51e9
35.7333,-0.250094658,2164969890,node,12.5,pharmacy,,,,Field Survey,,,,,,,,,yes,,,,,,,,,,,,,15108478,1,2013/02/21 07:29:11+00,89364f48177747aab4bb9476adefe9e1
36.79788066,-1.31726868,696656815,node,25,clinic,,St Emmaculate James,,,,private,operational,Mo-Su 08:00-22:00,,,,,yes,,,,,,,,,,,,,68036875,6,2019/03/11 20:18:16+00,8a40ff977d534437a066870c4eabdcfd
34.61278304,-0.824948377,6191765988,node,12.5,clinic,clinic,Rongo University Clinic,,,,,,,,,,,,,,,,,,,,,,,,66121454,1,2019/01/08 08:55:55+00,3501d12bec9c4aadace3d4de78464af9
,,792488920,way,12.5,hospital,hospital,Partriot Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,83641449,1,2020/04/16 10:08:50+00,3bca2fa9f8444f61a7cf9baea896345d
36.74681265,-1.289946106,8074036742,node,15.625,pharmacy,,Fairview,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,efc7274b03004f7dbacbe9930a52c73f
35.27637924,0.516235592,7115187485,node,12.5,dentist,dentist,Aquadent,,,,,,,,,,,,,,,,,,,,,,,,110621365,2,2021/09/02 13:46:37+00,05f1aac2329f4b57b9b07bd473900252
35.74316835,0.491524484,5781492712,node,15.625,pharmacy,,Riwo Chemist,,,,,,,,,,,yes,,,,,always,,,,,,,,62203030,5,2018/09/01 17:28:06+00,c5135bc746044c3ebdeccef400897172
,,232284571,way,21.875,hospital,hospital,Kakamega Provincial General Hospital,,survey,,,,,,,,,,,,,,,,,,P.O. Box 15,,50100,,129800964,4,2022/12/06 22:52:37+00,18043bf4dc5d422d9555c74bda668326
,,792498482,way,12.5,hospital,hospital,Pat Dos Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,83643245,1,2020/04/16 10:42:30+00,75b90a8ac9b74b368d11596530e2dd2f
36.86800173,-1.311334711,12238169035,node,15.625,pharmacy,,shiru chemist and cosmetics,private/individual,survey,,,,,,,,,,,,,,,,,,,,,,159324175,2,2024/11/19 13:13:51+00,d0933418d2344a13a43b242b809a7cdd
,,798351085,way,15.625,hospital,hospital,The Serenity Place Rehabilitation Centre Kahawa Sukari,,,,,,,,,,,,,,,,,,,,,,,Nairobi,84411584,1,2020/04/30 12:02:08+00,fe1ed17b67b64576a625fcee3523a2fc
36.88429992,-1.305340058,8894592645,node,12.5,clinic,clinic,Huduma Bora Medical Center,,,,,,,,,,,,,,,,,,,,,,,,107429683,1,2021/07/05 09:34:43+00,ff7e4cdf96b74f569e0bbff6026dfd32
,,798352337,way,18.75,hospital,hospital,St. Teresa Hospital,,,,,,,,,,,,,,,,,,,,,Kikuyu Road,,Kikuyu,84411839,1,2020/04/30 12:06:36+00,5d1569e856ff4ffdbcce60637c02ef02
34.78295822,-0.102261775,8190885461,node,15.625,clinic,,Kuoyo Dispensary,,,,private,operational,,,,,,,,,,,,,,,,,,,154266435,2,2024/07/22 14:34:40+00,06646393071148c5bace4e326a95b6bd
36.86230145,-1.262991079,4503879843,node,18.75,clinic,,AIC Zion Medical Clinic,,,,faith_based_organization,operational,07:00-22:00,,,,,,,,,,,,,,,,,,64907523,3,2018/11/26 18:19:46+00,cf53848cb32b497d8c3691119bad1993
39.61645284,-4.027033956,12687068517,node,9.375,,clinic,mitangoni mwananchi medical center,,,,,,,,,,,,,,,,,,,,,,,,163905753,1,2025/03/21 13:15:42+00,f7171bb3d4964c999e5ab35af1d6a423
34.77040339,-0.08841814,8190853318,node,15.625,hospital,,Jaramogi Oginga Odinga and Referral Hospital,,,,county_government,operational,,,,,,,,,,,,,,,,,,,138353581,2,2023/07/10 20:51:01+00,283182d758e14b2a9a3fc77a2e32bb69
,,797349593,way,15.625,hospital,hospital,muchukwo dispensary,,,,government,,,,,,,,,,,,,,,,,,,,84256166,1,2020/04/28 09:52:57+00,eb5892bdabf4400586c3724600781598
34.76620824,-0.099315033,8190767228,node,15.625,hospital,,Lumumba Sub-County Hospital,,,,county_government,operational,,,,,,,,,,,,,,,,,,,133749469,2,2023/03/16 13:35:57+00,b49dd2115d4d492ab60ec1decc3521d0
36.8819405,-1.252101227,8962922296,node,12.5,clinic,clinic,Jahmii Kipawa,,,,,,,,,,,,,,,,,,,,,,,,108887077,1,2021/07/30 11:25:52+00,7b9e6d6f541b4895939c7ddf34f5cbfb
40.00991623,1.901468724,3702818300,node,9.375,clinic,,Katote Dispensary,,,,,,,,,,,,,,,,,,,,,,,,33414147,1,2015/08/18 12:31:03+00,b115839133004420a4dbb074e46f3ddb
36.36179245,0.034624595,2475339528,node,9.375,pharmacy,,Thiriku Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,18078271,1,2013/09/28 15:16:47+00,559fc2d372e248c887432971d8437114
36.78707378,-1.306963549,612007454,node,12.5,pharmacy,,Amanda Chemist,,,,,,,,,,,yes,,,,,,,,,,,,,135328609,4,2023/04/25 06:39:32+00,220e87507ef04f05bba1297d6736f006
,,792498485,way,12.5,hospital,hospital,Huruma Ngei Outpatient center,,,,,,,,,,,,,,,,,,,,,,,,83643245,1,2020/04/16 10:42:30+00,eb20a067a91f4d95a4b46e073c2b0fdd
36.36142767,0.035021562,2475341442,node,9.375,pharmacy,,Creation Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,18078295,1,2013/09/28 15:18:21+00,bfd7be7a63824620b11fe04bcf609c2d
36.87226158,-1.23415641,2344361838,node,12.5,pharmacy,pharmacy,Hychem Chemist,,,,,,,,,,,,,,,,,,,,,,,,100224317,5,2021/03/01 18:18:56+00,8f38da20bf44458f892fc53d1e730b40
34.77755902,-0.082676704,8214402662,node,15.625,pharmacy,,Domakis,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,532e8af072a14b23831bc6979ea86164
,,1358995028,way,12.5,hospital,hospital,kabura uhuyi dispensary,,,,,,,,,,,,,,,,,,,,,,,,162381385,3,2025/02/11 08:59:01+00,601f045ead1744b1b887a0625dabb1f0
35.11893516,1.290516747,6908747810,node,15.625,clinic,,Kapkoris Dispensary,,,,,,,,,,,yes,,,,,always,,,,,,,,77093971,2,2019/11/14 20:32:41+00,f6219940c09c4d778a20bab152e25f41
,,412997353,way,9.375,clinic,,Clinic 6,,,,,,,,,,,,,,,,,,,,,,,,135325773,4,2023/04/25 04:48:01+00,e4ebdab04c64462ca73e3b612e87d197
36.77607899,-1.311120721,701794614,node,25,pharmacy,,Terminus Chemist,,,,private,operational,08:00-17:30,,,,,no,,,,,,,,,,,,,160252991,5,2024/12/13 16:21:35+00,006ec5d4462a461f935bb9c9d360baf9
36.86399996,-1.310980073,8894604377,node,12.5,pharmacy,pharmacy,JN Chemist and Cosmetic,,,,,,,,,,,,,,,,,,,,,,,,133695376,2,2023/03/15 06:35:04+00,524f256567ea489da02391a7c844c834
36.79648658,-1.293995571,1271155401,node,12.5,hospital,hospital,Chinese general clinic,,,,,,,,,,,,,,,,,,,,,,,,145287986,3,2023/12/19 11:44:47+00,cec6a630625243bfb3ba7054336dc1bd
34.77193929,-0.080479555,8214402708,node,15.625,pharmacy,,Nyawita Pharmacy,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,772a05ae4a0d49bfaeb8a753d97e1f10
,,1259331430,way,18.75,hospital,hospital,Sanura Medical Centre,,,,,,,,,,,,,,,,,,,,,FF73+X6,,"Homa Bay, Kenya",163980829,2,2025/03/23 10:50:29+00,f9c75969e85549a39c0554e4f649301f
36.76320564,-1.298090382,2511480633,node,9.375,pharmacy,,"Mimosa Pharmacy, Doctor and Laboratory",,,,,,,,,,,,,,,,,,,,,,,,135396103,2,2023/04/26 17:18:24+00,52c362f471b64af09967cc497cfefc12
36.77348865,-1.310116905,701794632,node,25,pharmacy,,YU 42Chemist,,survey,,private,operational,09:00-22:00,,,,,no,,,,,,,,,,,,,136449098,8,2023/05/23 10:02:59+00,1b9fbc0925f845c88c5a0b7f890ec31f
36.86459918,-1.259518708,8032765585,node,18.75,pharmacy,,Valley,,,,,,Mo-Su 09:00-22:30,,,,,yes,,,,,,,,,,Magorofani,,,113752869,3,2021/11/14 07:09:04+00,6431b21e79d6410090415294c0270b1d
35.00384065,-0.558663359,5733416865,node,18.75,hospital,hospital,Itibo Health Centre S.D.A.,www.itibo.cz,,general,,,,,,,,,,,,,,,,,,,,,60338912,1,2018/07/02 07:35:13+00,fdbd6213fb0344f7ad9e8cf634c93314
,,798373820,way,18.75,hospital,hospital,Masaba hospital,,,general;clinic;gynaecology,,,,,,,,,,yes,,,,,,,,,,,84415465,1,2020/04/30 13:10:26+00,1e28dbe07288409ea396cef949d5904e
39.31087522,-4.395956719,1489468515,node,9.375,hospital,,kibuyuni Dispensary,,,,,,,,,,,,,,,,,,,,,,,,83693424,2,2020/04/17 08:46:18+00,bcc5c3ccf7734395b68ee2bc7abcf241
40.15431647,-2.019738969,11645444597,node,25,pharmacy,,Kinyadu pharmacy,Ministry of Health,KRCS2023,,public,non operational,0hrs,,,,,,,,,,,,,,,,,,147690185,1,2024/02/20 12:26:25+00,dd76aa8427154aca9890ee4ff54d9a52
37.04644147,-0.509064872,10017921521,node,18.75,hospital,hospital,thageini dispensary,county,,,public,,,,,,,,,,,,,,,,,,,,126084570,1,2022/09/12 11:04:40+00,1f13a8658bfd4250aceb0dbdab08337d
36.87572666,-1.309885145,1446059335,node,12.5,pharmacy,,Riders medical centre,,,,,,,,,,,yes,,,,,,,,,,,,,9399376,1,2011/09/26 07:55:59+00,2a3480b82b7a452f873291e0e48b3654
36.78798138,-1.29289025,5414280550,node,21.875,pharmacy,pharmacy,Yaya Chemists Limited,,,,,,,,,,,,,,,,,,,,"Yaya Centre, Ground Floor P O 76404,",Argwings Kodhek Road,,Nairobi,56810940,2,2018/03/02 08:00:07+00,c5ca934081504976ae8a7a51c16edc93
35.08420994,1.221774999,6908909054,node,12.5,clinic,,Psigirio Dispensary,,,,,,,,,,,yes,,,,,,,,,,,,,79411144,3,2020/01/10 09:54:36+00,7f505ffae57042b3ae0aa9e92ded833b
,,325300688,way,9.375,hospital,,Minyenya Dispensary,,,,,,,,,,,,,,,,,,,,,,,,28491176,1,2015/01/29 20:32:47+00,e02a775f209140e88536c23873f19eaa
,,792498484,way,12.5,hospital,hospital,Bonfaith medical centre,,,,,,,,,,,,,,,,,,,,,,,,83643245,1,2020/04/16 10:42:30+00,9d03373458db4649b3e396efb5164d05
,,792518858,way,12.5,hospital,hospital,Marimanti Hospital,,,,,,,,,,,,,,,,,,,,,,,,83646959,1,2020/04/16 11:52:27+00,f979f4dbad994ffb8a529ff41c07ede8
36.84279299,-1.310993149,3856040557,node,12.5,clinic,clinic,access afya clinic,,,,,,,,,,,,,,,,,,,,,,,,90541428,2,2020/09/07 16:36:21+00,ed63c7d8b90049d79db47bcd268e81a9
36.82901515,-1.171950702,6064156806,node,18.75,hospital,hospital,Aga Khan Hopsital Kiambu,,,,,,,,,,,,,,,,,,,,,Biashara Street Kiambu,,Kiambu,136371313,2,2023/05/21 12:56:12+00,191b8a90991a4870910ec9266de16b5e
36.86246817,-1.258437107,8021724586,node,15.625,pharmacy,,Kopok chemist,,,,,,Mo-Su 08:00-10:00,,,,,,,,,,,,,,,Mathare 4A,,,92703521,1,2020/10/19 11:07:46+00,dbd6743a631b42c6b7ec36b1a36a29a2
,,792840934,way,15.625,hospital,hospital,Getrude's Children's Hospital,,,,,,,,,,,,,,,,,,,,"Kodi Road, Nairobi",,,,97586032,2,2021/01/15 23:13:08+00,a0a992f656054b41a3527a4ee43c6b90
,,665573890,way,18.75,hospital,hospital,Machakos Level 5 Hospital,,,,,,,,,,,,,,,,,,,,,Machakos-Wote Road,,Machakos,66569529,1,2019/01/23 13:19:59+00,77857fc3be764cb8b4dbf3545fa1bc70
40.12453372,-2.12873925,11645444607,node,25,pharmacy,,Sera pharmacy,Ministry of Health,KRCS2023,,public,operational,8hrs,,,,,,,,,,,,,,,,,,147690185,1,2024/02/20 12:26:25+00,5b389dfadf0b418d807f8fd29262554d
35.84090494,0.145313242,6808019412,node,15.625,clinic,,Koitebes Dispensary,,,,,,,,,,,yes,,,,,sometime,,,,,,,,75323732,3,2019/10/05 17:06:53+00,d4d53cadd6fa40e698c52f6bd5f3e083
34.20812529,-0.422770329,3281773321,node,18.75,hospital,,Mbita District Hospital,,,,,,,,,,,,,unknown,,,,,,,,Homa Bay-Mbita Road,,Mbita,153414606,4,2024/07/01 14:10:10+00,602c7c2935c74100bafcf3349645957e
36.79248388,-1.311805774,612008688,node,15.625,pharmacy,,Rose Pharmacy,,,,,,08:00-22:00,,,,,yes,,,,,,,,,,,,,134809251,5,2023/04/12 10:10:45+00,85ebf1be54024d41a981f4dc6c2a0931
,,504462241,way,21.875,hospital,hospital,Baraka Maternity & Nursing Homes,,,maternity,,,,,,,,,,,,,,,,,,Maasai Avenue,,Nakuru,116174681,3,2022/01/15 08:54:35+00,ecdec8608f29421596d186fa1b0d20c0
36.88838903,-1.251011914,12243233630,node,21.875,pharmacy,,Mickey,,survey,,private,operational,,,,,,,yes,,,,,,,,,,,,159351294,3,2024/11/20 05:41:34+00,1503a997cb714166955afcbf2ef8756f
,,666915542,way,18.75,hospital,hospital,Webuye County Hospital,,,,,,,,,,,,,,,,,,,,,Webuye Road,,Webuye,66738946,1,2019/01/29 13:33:37+00,8bdb66d7233442468df0927609e29f29
,,797322925,way,18.75,hospital,hospital,bamba medical clinic,,,,private,,,,,,,,,,,,,,,,,,,,84250709,1,2020/04/28 08:43:21+00,9877915813124814b850fa1e0e03e7f5
36.78761106,-1.28393251,8429524417,node,28.125,clinic,clinic,Kilimani Childrens Clinic,,,paediatrics,private,operational,Mo-Su 08:00-17:00,0,,,,,,,,,,,,,,,,,134936527,3,2023/04/15 11:31:14+00,de30431dc6234b4db751065a3ee3f23e
34.78004325,-0.100331758,8214402681,node,15.625,pharmacy,,MOEX Pharmacy,,,,private,operational,,,,,,,,,,,,,,,,,,,154266435,2,2024/07/22 14:34:40+00,9e7ed22dc08e448896ac420301a07624
36.86637547,-1.316596954,1446059176,node,12.5,pharmacy,,Faith medical clinic,,,,,,,,,,,yes,,,,,,,,,,,,,18671139,2,2013/11/02 08:31:52+00,2d784a271f7f420a9a8093e8e72e18e4
,,532212631,way,15.625,hospital,hospital,SAU Health Services,,,,,,24-Jul,,,,,,,,,,,,,,,,,,83703584,3,2020/04/17 11:21:30+00,bc3a4c7eae4e4e159123e52415acd0f7
,,797904721,way,25,hospital,hospital,Matsangoni Health Centre,Government,,general,,,,,,,,,,yes,,,,,,,,,,Kilifi,84333387,1,2020/04/29 11:10:10+00,1f8371c3b9b042e793e5e78015c6db8f
39.55525866,-4.304733282,2485055485,node,6.25,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,18213038,1,2013/10/06 14:12:10+00,dc2667cd983b409e90e7d80b868cf5b9
38.30170095,-1.056604064,6244565565,node,9.375,hospital,,Matulani Dispensary,,,,,,,,,,,,,,,,,,,,,,,,66740351,1,2019/01/29 14:30:06+00,8216996123a84f8684baf5127798a4e4
36.88716469,-1.322288434,1419101746,node,9.375,hospital,,Mukuru Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,9175277,1,2011/08/31 11:03:22+00,5bfed8dd3e254184b0970b7de4c5ec74
35.06992324,1.312883269,6924297236,node,15.625,clinic,,Tampalal Dispensary,,,,,,,,,,,no,,,,,none,,,,,,,,114511510,4,2021/12/03 07:50:27+00,3efe180733b740dc9cd30c2d673e4587
,,798307184,way,18.75,hospital,hospital,Ol Kalou General Hospital,,,,,,,,,,,,,,,,,,,,,Gilgil-Nyahururu Road,,Ol Kalou,84402530,1,2020/04/30 10:03:30+00,119b912aab4b4d1eb00466b543ac53ee
36.88636665,-1.247383305,2405886003,node,12.5,pharmacy,,St. Luke Chemist and Medical Clinic,,,,,,,,,,,yes,,,,,,,,,,,,,17202513,1,2013/08/03 10:56:31+00,9c37c754c9654a88bc514a67dac6976a
,,659502395,way,9.375,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,65910779,1,2018/12/31 12:14:02+00,f38cd3f4734a465bb29502a0d8140a73
,,739511941,way,12.5,pharmacy,pharmacy,Lokornoi Dispensary,,,,,,,,,,,,,,,,,,,,,,,,160992850,4,2025/01/04 16:28:21+00,e4a4fbd2c7c14d9ea319770e064902be
36.87337134,-1.296724132,5496079260,node,18.75,clinic,clinic,Makadara Health Centre,,,,,,,,,,,,,,,,,,,,,Hamza Road,,Nairobi,109021181,2,2021/08/02 10:09:16+00,0af7675005b340328a4d4d3639bd5f2b
,,797895637,way,15.625,hospital,hospital,Chulaimbo Hospital,Government of Kenya,,,,,,,,,,,,,,,,,,,,,,,84331881,1,2020/04/29 10:50:09+00,c5097ea809084823ac5e59e25e574e7a
37.87332426,-1.061138925,2877935301,node,9.375,hospital,,Kakululo dispensary,,,,,,,,,,,,,,,,,,,,,,,,28861958,2,2015/02/15 12:29:10+00,9571e1f4c7454404a97604fc7a9d0f47
37.91105967,-1.039636661,2877935357,node,9.375,hospital,,Thitani helath centre,,,,,,,,,,,,,,,,,,,,,,,,28861958,2,2015/02/15 12:29:14+00,2d4fbcf3c96549f29f9804536996ecdc
,,792515245,way,28.125,hospital,hospital,Homa Bay County Teaching and Refferal Hospital,County Government of Homa Bay,,general,government_facility-public,,,,,,,,,yes,,,,,,,,,"P.O. Box 52-40300, Homa Bay.",,130213781,3,2022/12/18 14:10:56+00,b71abbac2b8743e0ba12f1055a5b175c
34.78428089,-0.080969478,8214402713,node,15.625,pharmacy,,Home Care Pharmacy,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,bab2cf7027a34a08a0726a1e079a339c
36.77381236,-1.311029861,7930812988,node,12.5,clinic,,,,,,cbo,operational,,,,,,,,,,,,,,,,,,,135608976,2,2023/05/02 10:09:37+00,b3eec533bdaf4d749f39a7b2d231decb
39.72358279,2.494190648,3693575970,node,9.375,clinic,,Anole Dispensary,,,,,,,,,,,,,,,,,,,,,,,,33293993,1,2015/08/12 15:13:59+00,a1e97b044ef2485c912fe90d6944319c
36.81134434,-1.298441249,5380534546,node,18.75,clinic,clinic,Pathway International,,,,,,,,,,,,,,,,,,,,,Mara Road,,Nairobi City,55995124,1,2018/02/02 12:51:59+00,600c684ae6aa464eb85b3f750ae2e275
,,792518857,way,9.375,hospital,,Mikuyuni Dispensary,,,,,,,,,,,,,,,,,,,,,,,,83646959,1,2020/04/16 11:52:27+00,c40e02ff11ba43bc8e5a9dd8b7db0d3b
,,604160021,way,12.5,hospital,hospital,Itibo Health Centre S.D.A.,,,,,,,,,,,,,,,,,,,,,,,,60338912,1,2018/07/02 07:35:18+00,8eb46b6e9f294f3cabdd66845d520587
39.69725372,-4.046161208,6038796194,node,18.75,hospital,hospital,Bomu Hospital Nyali,,,,,,,,,,,,,,,,,,,,,Links Road,,Mombasa,64190679,1,2018/11/05 09:22:03+00,1c49262cdb5847e7a05b8c2742e95cf0
,,797828437,way,12.5,hospital,hospital,Melchizedek Hospital,,,,,,,,,,,,,,,,,,,,,,,,84316731,1,2020/04/29 07:31:18+00,de567f4269ee4b719b1c9ce5cad28b87
36.77686354,-1.259845015,494148940,node,15.625,pharmacy,,A B C Pharmacy,,,,,,,,,,,,,,,,,,,,,James Gichuru Road,,Nairobi,56730563,4,2018/02/27 18:23:12+00,d854cb8cf88b4fe0a94280571a6cd8ed
,,792438889,way,12.5,hospital,hospital,Afya Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,83632162,1,2020/04/16 07:40:34+00,89782b48c38547bea3eb4eec080add34
,,798632038,way,12.5,hospital,hospital,TOPHILL HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,84454197,1,2020/05/01 07:08:57+00,791dd78b0673487caa2278d49d62d7a6
,,311366070,way,9.375,hospital,,St. Camilus Mission Hospital,,,,,,,,,,,,,,,,,,,,,,,,26587213,1,2014/11/06 07:44:10+00,9cb26f4c70c04c3faacbb5e64b58c608
,,666097819,way,18.75,hospital,hospital,Bungoma District Hospital,,,,,,,,,,,,,,,,,,,,,Moi Avenue,,Bungoma,66632110,1,2019/01/25 13:37:18+00,eaf974a1dec64f1fb37e2ffcda6f45c0
37.16064783,-0.723266252,3105367421,node,18.75,doctors,,Muyesu Medical centres,,,,,,sunrise-sunset,,,,,,,,,,,,,,,,10200,muranga,25797532,2,2014/10/01 19:58:41+00,e2c99a3ff61e42e0a954594db48d24b0
,,798356774,way,12.5,hospital,hospital,Tedy Health Center,,,,,,,,,,,,,,,,,,,,,,,,84412658,1,2020/04/30 12:20:08+00,a5514ff1a97244c49aa2d789f820b12f
37.16028959,-0.720643722,3105367401,node,12.5,hospital,,Maathai Supermarket,,,,,,Mo-Su 08:00-18:00,,,,,,,,,,,,,,,,,,64984014,2,2018/11/28 19:14:16+00,c71a292ac7794868bc5f03da87113dec
36.85681558,-1.263407073,1110227333,node,12.5,pharmacy,,4B Dispensing,,,,,,,,,,,yes,,,,,,,,,,,,,7019133,1,2011/01/19 10:49:22+00,2d176138b1724d5298ad738616da3661
36.74318262,-1.282868427,8074036797,node,15.625,pharmacy,,Jomu Pharmaceutical,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,ed3aec2f58d242a89f0d9c949123f036
34.78444769,-0.09515895,8214402675,node,15.625,pharmacy,,Lifesaver,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,8e9a1e33bd2d4cddb2f2062425b0946d
34.7692658,-0.078707872,8214402705,node,15.625,pharmacy,,PJ Chemist,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,1e44d40599414c179138d1787fa0081a
,,613778385,way,15.625,hospital,hospital,Rombo Health Centre,,,general,,,,,,,,,,,,,,,,,,,,,66834211,4,2019/02/01 14:00:23+00,0bfcd71690ad47d2ae4dfe8e65abfa39
39.66357976,-3.91319715,7052733539,node,12.5,clinic,clinic,Lower Ribe Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,78333163,1,2019/12/12 18:18:16+00,39e78281bc504360a7769bb424a3dca9
,,797880630,way,18.75,hospital,hospital,keringet dispensary,cdf,,clinic,,,,,,,,,,,,,,,,,,,,,84328520,1,2020/04/29 10:06:37+00,9ff92cb90b8b4fd3b35c2f499383c7b8
36.82173362,-1.282015904,8429605917,node,21.875,clinic,clinic,Lagos Road Dispensary,,,,government,,Mo-Fr 08:00-17:00,0,,,,,,,,,,,,,,,,,135969376,2,2023/05/11 09:53:03+00,a24baae1685c4c75a3bf7e2a764f4140
36.86926639,-1.257531945,2378763919,node,21.875,pharmacy,,Deslan chemist,,,,private,operational,Mo-Fr 08:30-20:00,,,,,yes,,,,,,,,,,,,,19292003,2,2013/12/05 16:13:58+00,67a205c3d53d4fd9910d1cc1eb7a6ca5
35.08669828,1.343603279,6908794322,node,15.625,clinic,,Komol Dispensary,,,,,,,,,,,no,,,,,none,,,,,,,,77093971,2,2019/11/14 20:32:41+00,fe2207f371c24da39ef0fac182f8a3d5
34.77193929,-0.080479555,8214402708,node,15.625,pharmacy,,Nyawita Pharmacy,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,772a05ae4a0d49bfaeb8a753d97e1f10
34.76560165,-0.097928331,8190794363,node,15.625,clinic,,Joy Pediatric Medical Centre,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,68c17ed90ad44ac88fdec460124906ff
36.89356436,-1.244704616,8963037629,node,12.5,pharmacy,pharmacy,Siwandhe Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,108889610,1,2021/07/30 12:02:35+00,4fead750396243b19bca2fd80f065626
36.84549364,-1.313078482,1500016821,node,12.5,pharmacy,,Trust and Rejoice Medical Clinic,,,,,,,,,,,yes,,,,,,,,,,,,,10953208,2,2012/03/12 12:03:21+00,0b8827fbcba643bf938a88412d0dc989
36.8762103,-1.316269473,1432508012,node,12.5,pharmacy,,Mara health centre,,,,,,,,,,,yes,,,,,,,,,,,,,9297611,1,2011/09/14 09:40:34+00,1456e3bd2f964305a0aba912494ad855
36.90049787,-1.306089568,8415960617,node,25,clinic,clinic,Bahati Tassia Medical Centre,,,gynaecology,,operational,24-Jul,10,,,,,,,,,,,,,,,,,99128628,1,2021/02/11 18:32:02+00,905fa24ff4f448e9847f111c64e657f7
36.87495125,-1.31554536,1432508063,node,12.5,pharmacy,,Tumaini comm health service,,,,,,,,,,,yes,,,,,,,,,,,,,9297611,1,2011/09/14 09:40:38+00,8f435b59560548bb81933d7572cdc4f0
34.75941572,-0.117089529,8214402690,node,18.75,pharmacy,,Tumaini Pharmacy,,,,private,operational,"Mo-Sa 08:00-20:30; PH,Su 10:00-20:00",,,,,,,,,,,,,,,,,,154266435,4,2024/07/22 14:34:40+00,6b333f32339f43f38e8dd0b7a3ade58c
,,798364261,way,18.75,hospital,hospital,"Riruta Health centre, Health dispensary",,,,,,,,,,,,,,,,,,,,,Kabiria Road,,Nairobi,84413851,1,2020/04/30 12:40:15+00,0d83e55c809748afa1a4eb063312d75a
36.91318798,-1.293187053,8429583017,node,21.875,clinic,clinic,Imara Health Centre,,,gynaecology,,,24-Jul,6,,,,,,,,,,,,,,,,,99399206,1,2021/02/16 18:11:58+00,9a5148f2afc242aa8ba21434f912c1ac
36.80822677,-1.296073948,6007565090,node,15.625,pharmacy,,5th Avenue Ngong Pharmacy,,,,,,,,,,,,,,,,,,,,,5th Avenue Ngong,,Nairobi,63797305,1,2018/10/23 14:01:18+00,efac77924cd74178b34bbc985eea19f6
35.74273408,0.485080225,5820321726,node,9.375,hospital,,Kabarnet Refferal Hopital-ICU,,,,,,,,,,,,,,,,,,,,,,,,75323357,4,2019/10/05 16:49:33+00,ef15c5809abe4c18a408b82f1ecbc7e7
